term,estimate,std.error,statistic,p.value,timepoint,p.adj
as.factor(population)WA,-2.01252873798257e-06,98345.7610865395,-2.04638076491334e-11,0.999999999983672,0,1
as.factor(population)WA,1.39751129362473e-06,111880.951789582,1.24910565317059e-11,0.999999999990034,1,1
as.factor(population)WA,2.8689875353603,1.10788518032181,2.58960728631368,0.00960854766917799,2,0.0576512860150679
as.factor(population)WA,2.67685859796047,1.22900337370763,2.17807261983746,0.0294006306647839,3,0.176403783988704
as.factor(population)WA,2.52815249067483,1.25597436900557,2.01290134023716,0.044125009559346,4,0.264750057356076
as.factor(population)WA,5.30437153089602,2.79959313664924,1.89469371868967,0.0581329903965499,5,0.348797942379299
