,tank,meanTemp,sdTemp
1,1,1.548,0
2,2,1.656,0
3,3,1.926,0.076367532368147
4,1,5.7575,0.144956890143242
5,2,5.8595,0.144956890143242
6,3,5.3985,0.0728319984622142
