,tank,meanTemp,sdTemp
1,1,1.79552173913043,0.290766800069112
2,2,2.3159244966443,0.291916667061252
3,3,2.12142307692308,0.31768358087414
4,4,2.31448,0.18673293294724
5,5,5.05437403100775,0.14390061842986
6,6,5.32623578595318,0.265675661996327
7,7,5.28993959731544,0.112938399402814
8,8,5.12758389261745,0.178912441875246
