term,estimate,std.error,statistic,p.value,p.adj
(Intercept),0.994453447507367,0.339741076771552,2.92709217548061,0.0126722540597148,0.0633612702985742
meta_Intensity,0.179027728987595,0.126331276005939,1.41712911202748,0.181881857010413,0.909409285052065
acanth_Intensity,-1.95084360287454,3.82919775037754,-0.509465358032816,0.619664850506869,1
(Intercept),0.74985273081723,0.220705311280708,3.39752915988286,0.00476489005260789,0.0238244502630395
as.factor(genotype)CT,1.80189693532648,0.493512079018914,3.65117088706034,0.00293076927295559,0.014653846364778
