timepoint,mean,sd,population
0,1.17595238095238,0.260210989324653,WA
22,3.21761904761905,4.22191430233363,WA
0,1.23477777777778,1.15274275070268,ME
22,2.22344444444444,2.14841106452446,ME
0,6.22595238095238,10.4320033705106,NH
22,6.95142857142857,9.14346113694817,NH
